text,scene
Here we go...,107
Here they come!,107
Hold them back! We have to keep the laser on target!,107
Did we get a lock!?,107
I don't know!,107
INCOMING! Fall back! This way!,107
"Think you just twisted your ankle,. sir.",107
Don't stop!! We're too close to the impact point!!,107
"You know what, Sergeant? My brother said you were a bad ass. I had no idea...",107
"Your brother was one helluva marine, Correggio. So are you.",107
"Man, it's quiet.",108
"They're in full retreat throughout Los Angeles, heading back into the ocean. Units are mopping up.",108
This has been a hell of a battle. Plenty of other battles to go. Everybody good with that?,108
"Yes, Sergeant!",108
"Well, uh, actually, Sergeant... there's this girl I was supposed to meet up with tonight...",108
I'm sure she'll understand.,108
I think you men earned the right to call yourselves marines today. I'm damn proud of every one of you. Retreat!?,108
2/5!!!,108
