text,scene
The time is near... So near it's stirring the blood in their veins. And yet beware! Don't let the wine go to your brains. For the army we fight is a dangerous foe With the men and the arms that we never can match. It is easy to sit here and swat them like flies But the National Guard will be harder to catch. We need a sign To rally the people To call them to arms To bring them in line!,77
"Marius, wake up! What's wrong today? You look as if you've seen a ghost.",77
"Some wine, and say what's going on!",77
"A ghost, you say? A ghost maybe! She was like a ghost to me - One minute there - then she was gone!",77
I am agog! I am aghast! Is Marius in love at last? I've never heard him Ooh and Aah. You talk of battles to be won,77
And here he comes like Don Juan! It is better than an opera!,77
It is time for us all To decide who we are. Do we fight for the right To a night at the opera now? Have you asked yourselves What's the price you might pay? Is this simply a game For rich young boys to play? The colours of the world Are changing day by day -,77
Red -    the blood of angry men! Black    - the dark of ages past! Red -    a world about to dawn! Black    - the night that ends at last!,77
Had you seen her today You might know how it feels To be struck to the bone By a moment of breathless delight!,77
Had you been there today You might also have known How the world may be changed In just one burst of light And what was right seems wrong And what was wrong seems right!,77
Red!,77
I feel my soul on fire!,77
Black!,77
My world if she's not there!,77
Red!,77
The colour of desire!,77
Black!,77
The colour of despair!,77
"Marius, you're no longer a child - I do not doubt you mean it well But now there is a higher call! Who cares about your lonely soul? We strive towards a larger goal - Our little lives don't count at all!",77
Red!,77
The blood of angry men!,77
Black!,77
The dark of ages past! Red - a world about to dawn! Black - the night that ends at last!,77
Listen! Listen to me!,77
"Listen, everybody!",77
General Lamarque is dead!,77
Lamarque is dead... Lamarque... His death is the hour of fate. The people's man... His death is the sign we await! On his funeral day they will honour his name With the light of rebellion ablaze in their eyes. From their candles of grief we will kindle our flame. On the tomb of Lamarque shall our barricades rise!,77
The time is here!,77
Let us welcome it gladly with courage and cheer!,77
Let us take to the street with no doubt in our hearts,77
But a jubilant shout!,77
They will come one and all!,77
They will come when we call!,77
"How strange - This feeling that my life's begun at last! This change - Can people really fall in love so fast? What's the matter with you, Cosette? Have you been too much on your own? So many things unclear - So many things unknown...",78
In my life There are so many questions and answers That somehow seem wrong. In my life There are times when I catch in the silence The sigh of a faraway song And it sings Of a world that I long to see - Out of reach Just a whisper away Waiting for me!,78
Does he know I'm alive? Do I know if he's real?,78
Does he see what I see? Does he feel what I feel?,78
In my life I'm no longer alone - Now the love in my life Is so near... Find me now! Find me here!,78
"Dear Cosette, You're such a lonely child. How pensive, how sad you seem to me. Believe me, were it within my power I'd fill each passing hour. How quiet it must be, I can see, With only me for company.",78
"There's so little I know That I'm longing to know Of the man that you were In a time long ago... There's so little you say Of the life you have known, Why you keep to yourself, Why we're always alone. So dark! So dark and deep, The secrets that you keep! In my life Please forgive what I say You are loving and gentle and good. But papa, dear papa, In your eyes I am still like that child Who was lost in a wood.",78
"No more words - No more words. It's a time that is dead. There are words That are better unheard, Better unsaid.",78
In my life I'm no longer a child and I yearn For the truth that you know Of the years... Years ago!,78
"You will learn. Truth is given by God To us all in our time, In our turn.",78
"In my life She has burst like the music of angels The light of the sun! And my life seems to stop As if something is over And something has scarcely begun! Eponine, you're the friend Who has brought me here. Thanks to you I am one with the Gods And heaven is near! And I soar through a world that is new, That is free!",79
"Every word that he says Is a dagger in me! In my life There's been no one like him anywhere, Anywhere, where he is If he asked... I'd be his!",79
In my life There is someone who touches my life -,79
Waiting near!,79
Waiting here!,79
A heart full of love!,79
"A heart full of song! I'm doing everything all wrong - Oh God, for shame - I do not even know your name. Dear Mad'moiselle, Won't you say? Will you tell?",79
"A heart full of love! No fear, no regret!",79
My name is Marius Pontmercy.,79
And mine's Cosette.,79
Cosette... I don't know what to say -,79
Then make no sound.,79
I am lost -,79
I am found!,79
A heart full of light -,79
A night bright as day -,79
"And you must never go away, Cosette - Cosette!",79
This is a chain we'll never break.,79
Do I dream?,79
I'm awake.,79
A heart full of love -,79
He was never mine to lose Why regret What could not be?,79
A heart full of you -,79
"These are words he'll never say Not to me, not to me Not for me!",79
A single look and then I knew!,79
I knew it too!,79
His heart full of love...,79
From today -,79
He will never feel this way.,79
Every day...,79
For it isn't a dream - Not a dream After all!,79
Cosette! Cosette!,79
This is his lair! I've seen the old fox around.,79
He keeps himself to himself He's staying close to the ground.,79
I smell profit here! Ten years ago He came and paid for Cosette. I let her go for a song. It's time we settled the debt. This'll cost him dear.,79
What do I care Who you should rob? Gimme my share! Finish the job!,79
You shut your mouth! You'll get what's yours!,79
What have we here?,79
Who is this hussy?,79
It's your brat Eponine! Don't you know your own kid? Why's she hanging about here?,79
"Eponine, get on home! You're not needed in this. We're enough here without you.",79
"I know this house, I tell you! There's nothing here for you! Just the old man and the girl. They live ordinary lives.",79
"Don't interfere! You've got some gall! Take care, young miss, You've got a lot to say!",79
She's going soft!,79
Happens to all!,79
"Go home, Eponine! Go home, you're in the way!",79
I'm gonna scream! I'm gonna warn them here!,79
One little scream and you'll regret it for a year!,79
"Make for the sewers! Get underground! Leave her to me, Don't wait around!",81
"You wait, my girl! You'll rue this night! I'll make you scream! You'll scream all right!",81
"My God, Cosette! I heard a cry in the dark. I heard the shout of angry voices in the street.",82
Three men I saw beyond the wall... Three men in shadow moving fast!,82
This is a warning to us all! These are the shadows of the past!,82
Must be Javert. He's found my cover at last. I've got to get Cosette away Before he returns.,82
We must get away from shadows That will never let us be. Tonight we leave Cosette!,82
To where?,82
Rue de L'Homme Armee.,82
No! No!,82
And then a ship across the sea.,82
"Hurry, Cosette! Prepare to leave, And say no more. Tonight we'll away!",82
No! Please no! We can't go!,82
"Hurry, Cosette! It's time to close another door And live another day!",82
Please give this to Marius! He must know where to find me.,83
"And now I'm all alone again - Nowhere to turn, no one to go to. Without a home, without a friend,",84
Without a face to say hello to. The city goes to bed And I can live inside my head.,84
On my own Pretending he's beside me All alone I walk with him till morning Without him I feel his arms around me And when I lose my way I close my eyes And he has found me.,84
In the rain The pavement shines like silver All the lights Are misty in the river In the darkness the trees are full of starlight And all I see is him and me forever and forever!,84
"And I know it's only in my mind - That I'm talking to myself and not to him. And although I know that he is blind, Still I say there's a way for us.",84
I love him But when the night is over He is gone - the river's just a river. Without him the world around me changes - The trees are bare and everywhere The streets are full of strangers.,84
"I love him But every day I'm learning All my life I've only been pretending. Without me, his world will go on turning A world that's full of happiness That I have never know.",84
I love him I love him I love him But only on my own.,84
I came to tell you she's gone.,85
Gone? What do you mean?,85
She's gone to England.,85
"One day more! Another day, another destiny. This never-ending road to Calvary. These men who seem to know my crime Will surely come a second time - One day more!",87
I did not live until today - How can I live when we are parted?,88
One day more!,89
Tomorrow you'll be worlds away And yet with you my world has started!,89
One more day all on my own...,90
Will we ever meet again?,90
One more day with him not caring...,90
I was born to be with you!,90
What a life I might have known...,90
And I swear I will be true!,90
But he never saw me there.,90
One more day before the storm!,91
Do I follow where she goes?,91
At the barricades of freedom!,91
Shall I join my brothers there?,91
When our ranks begin to form -,91
Do I stay and do I dare?,91
Will you take your place with me?,91
The time is now! The day is here! One day more!,91
One day more to revolution. We will nip it in the bud. We'll be ready for these schoolboys. They will wet themselves with blood!,92
One day more!,93
"Watch'em run amuck! Catch'em as they fall! Never know your luck When there's a free-for-all. Here a little dip, There a little touch - Most of them are goners So they won't miss much!",94
One day to a new beginning! Raise the flag of freedom high! Every man will be a king! Every man will be a king! There's a new world for the winning! There's a new world to be won! Do you hear the people sing?,94
My place is here! I fight with you!,94
One day more!,95
I did not live until today How can I live when we are parted?,95
One more day on my own...,95
"I will join these people's heroes I will follow where they go. I will learn their little secrets, I will know the things they know.",95
One day more!,95
Tomorrow you'll be worlds away And yet with you my world has started.,95
One more day to revolution We will nip it in the bud We'll be ready for these schoolboys -,95
Watch'em run amuck Catch'em as they fall Never know your luck When there's a free-for-all!,95
Tomorrow we'll be far away.,95
Tomorrow is the judgement day.,95
Tomorrow we'll discover What our God in heaven has in store - One more dawn! One more day! One day more!,95
Do you hear the people sing Singing the song of angry men? It is the music of a people Who will not be slaves again!,96
When the beating of your heart Echoes the beating of the drums There is a life about to start When tomorrow comes!,96
Will you join in our crusade? Who will be strong and stand with me? Beyond the barricade Is there a world you long to see?,96
Then join in the fight That will give you the right To be free!,96
Do you hear the people sing Singing the song of angry men? It is the music of a people Who will not be slaves again! When the beating of your heart Echoes the beating of the drums There is a life about to start When tomorrow comes!,96
Will you give all you can give So that our banner may advance?,96
Some will fall and some will live Will you stand up and take your chance?,96
The blood of the martyrs Will water the meadows of France!,96
Do you hear the people sing Singing the song of angry men? It is the music of a people Who will not be slaves again!,96
When the beating of your heart Echoes the beating of the drums There is a life about to start When tomorrow comes!,96
Will you join in our crusade? Who will be strong and stand with me? Somewhere beyond the barricade Is there a world you long to see? Do you hear the people sing?,96
"Say, do you hear the distant drums? It is the future that we bring When tomorrow comes!",96
To the barricades!,96
To the barricades! To arms! To arms!,96
Here upon these stones We will build our barricade. In the heart of the city We claim as our own Each man to his duty And don't be afraid.,97
Wait! I will need a report On the strength of the foe.,97
"I can find out the truth! I know their ways, Fought their wars, Served my time In the days Of my youth.",97
See! The people unite!,97
Pray your right,97
Dogs will bark!,97
Fleas will bite!,97
They will do what is right.,97
"Red, the blood of angry men!",98
"Black, the dark of ages past! Red, a world about to dawn! Black, the night that ends at last!",98
"Hey, little boy, what's this I see? God Eponine the things you do!",99
"I know this is no place for me, Still I would rather be with you!",99
"Get out before the trouble starts! Get out, `Ponine, you might get shot!",99
"I've got you worried now, I have! That shows you like me quite a lot...",99
Get Out!,99
He's back!,99
"Listen, my friends, I have done as I said. I have been to their lines, I have counted each man. I will tell what I can. Better be warned They have armies to spare And our danger is real - We will need all our cunning To bring them to heel.",99
Have faith! If you know what their movements are We'll spoil their game. There are ways that a people can fight - We shall overcome their power!,99
"I have overheard their plans. There will be no attack tonight. They intend to starve you out Before they start a proper fight - Concentrate their force, Hit us when it's light -",99
Liar!,99
"Good evening, dear Inspector. Lovely evening, my dear! I know this man, my friends. His name's Inspector Javert! So don't believe a word he says Cause none of it's true. This only goes to show What little people can do.",99
"Bravo, little Gavroche! You're the top of the class!",99
So what are we going to do With this snake in the grass?,99
"Tie this man and take him To the tavern in there! The people will decide your fate, Inspector Javert!",99
Shoot me now or shoot me later - Every schoolboy to his sport! Death to each and every traitor! I renounce your people's court!,99
Take this man. Bring him through. There is work we have to do.,99
When are they coming!?,99
Who's there?,99
French Revolution.,99
Fire!,99
"Comrades, do not fire back! Do not waste powder!",99
Who's there? Get down!,99
Vive la France!,99
Fire!,99
Clear out or I'll blow up the barricade!,99
Blow it up then and take yourself with it!,99
And myself with it!,99
Thank you!,99
What were you thinking!,99
Eponine! What have you done?,99
Here... It's from Cosette... I kept it from you...,99
Don't be too hard on me...,99
"Eponine, you're hurt! You need some help!",99
"Don't you fret, M'sieur Marius - I don't feel any pain. A little fall of rain Can hardly hurt me now. You're here - that's all I need to know And you will keep me safe And you will keep me close And rain will make the flowers grow...",99
"But you will live, Eponine - Dear God above! If I could close your wounds with words of love -",99
"Just hold me now, and let it be. Shelter me... Comfort me...",99
You will live a hundred years If I could show you how... I won't desert you now...,99
The rain can't hurt me now... This rain will wash away what's past And you will keep me safe And you will keep me close I'll sleep in your embrace at last.,99
"Hush-a-bye, dear Eponine You won't feel any pain A little fall of rain Can hardly hurt you now I'm here.",99
"So don't you fret, M'sieur Marius I don't feel any pain A little fall of rain Can hardly hurt me now...",99
I will stay with you Till you are sleeping.,99
That's all I need to know And you will keep me safe,99
And you will keep me close And rain.. Will make the flowers... Grow...,99
They were the first to fall. The first to fall upon this barricade.,99
"Her name was Eponine! Her life was cold and dark, yet she was unafraid!",99
We fight here in her name...,99
She will not die in vain...,99
She will not be betrayed...,99
Are you alright?,99
That was my sister.,99
Gavroche! Do you know the Rue de l'Homme Arm�?,100
Course I do!,100
Will you take this for me?,100
Letter for Cosette.,101
I'll take it.,101
"Something for you, something for me. Who needs charity?",101
"`Dearest Cosette, you have entered my soul And soon you will be gone. Can it be only a day since we met And the world was reborn? If I should fall in the battle to come Let this be my goodbye. Now that I know you love me as well It is harder to die. I pray that God will bring me home To be with you. Pray for your Marius. He prays for you.'",102
"They haven't got a chance, these boys They almost certainly will die She'll be alone And she will need me all the more And we will go on as before When he is gone I dare not think like this I must find this boy",102
Don't shoot!,104
Here comes a man in uniform! What brings you to this place?,104
I come here as a volunteer.,104
Approach and show your face!,104
You wear an army uniform.,104
That's why they let me through.,104
"You've got some years behind you, sir.",104
There's much that I can do.,104
You see that prisoner over there?,104
A volunteer like you!,104
A spy who calls himself Javert!,104
He's going to get it too!,104
Don't shoot! I know him! He's no soldier!,104
"For your presence of mind, For the deed you have done, I will thank you, M'sieur, When our battle is won.",104
"Thank you, M'sieur.",104
"Give me no thanks, M'sieur. There's something you can do.",104
If it is in my power.,104
Give me the spy Javert! Let me take care of him.,104
The law is inside out. The world is upside down.,104
Do what you have to do - The man belongs to you.,104
"The enemy may be regrouping! Hold yourselves in readiness! Come, my friends, back to your positions! The dawn is breaking fast.",104
We meet again...,104
You've hungered for this all your life. Take your revenge. How right you should kill with a knife.,104
You talk too much. Your life is safe in my hands.,104
Don't understand...,104
Get out of here.,104
"Valjean, take care! I'm warning you.",104
Clear out of here!,104
"Once a thief, forever a thief. What you want, you always steal. You would trade your life for mine. Yes, Valjean, you want a deal! Shoot me now for all I care - If you let me go, beware! You'll still answer to Javert!",104
"You are wrong, and always have been wrong. I'm a man no worse than any man. You are free, and there are no conditions - No bargains or petitions. There's nothing that I blame you for. You've done your duty, nothing more. No doubt our paths will cross again.",104
Go!,104
"Courfeyrac, you take the watch - They may attack before it's light. Everybody keep the faith, For certain as our banner flies, We are not alone - The people too must rise!",104
"Marius, rest.",104
Drink with me to days gone by!,104
Sing with me the songs we knew!,104
Here's to pretty girls Who went to our heads!,104
Here's to witty girls Who went to our beds!,104
Here's to them -   And here's to you!,104
Drink with me to days gone by! Can it be you fear to die? Will the world remember you when you fall? Can it be your death Means nothing at all? Is your life just one more lie?,104
Drink with me To days gone by! To the life That used to be! At the shrine of friendship Never say die... Let the wine of friendship Never run dry! Here's to you And here's to me!,104
"Do I care if I should die Now she goes across the sea? Life without Cosette Means nothing at all.. Please don't weep, Cosette, Should Marius fall. Will you weep, Cosette, For me?",104
God on high Hear my prayer,105
"In my need You have always been there. He is young He's afraid Let him rest Heaven blessed. Bring him home Bring him home Bring him home! He's like the son I might have known If God had granted me a son. The summers die One by one How soon they fly On and on And I am old And will be gone. Bring him peace Bring him joy He is young He is only a boy. You can take You can give Let him be Let him live, If I die, let me die Let him live Bring him home Bring him home Bring him home!",105
The people have not stirred.,108
Yet we will not abandon those Who still live in fear.,108
"The people have not heard, Yet we will not abandon those who cannot hear. Let us not waste lives! Let all who wish to Go from here!",108
Do you hear the people sing,108
Singing the song of angry men,108
It is the music of the people Who will not be slaves again When the beating of your heart Echoes the beating of the drums There is a life about to start When tomorrow comes!,108
Enjolras! Ammunition's short.,108
I will go into the streets. There are bodies all around. Ammunition to be had. Lots of bullets to be found.,108
I can't let you go.,108
Let me go! He's no more than a boy. I am old. I have nothing to fear.,108
I volunteer!,108
"Come back, Gavroche! Don't you dare!",108
Someone pull him down right now!,108
"Look at me, I'm almost there!",108
Little people know When little people fight We may look easy pickings But we've got some bite! So never kick a dog When he's just a pup - We'll fight like twenty armies And we won't give up!,108
So you'd better run for cover When the pup grows -,108
No-o!,108
"You at the barricades listen to this! The people of Paris sleep in their beds! You have no chance, No chance at all! Why throw your lives away?",108
Let us die facing our foes! Make them bleed while we can!,108
Make'em pay through the nose!,108
Make'em pay for every man!,108
Let others rise to take our place Until the earth is free!,108
Long live the republic!,113
Nothing here!,115
"Here's a hint of gold Stuck into a tooth - Pardon me, m'sieur, You won't be needing it no more. Shouldn't be too hard to sell.",116
"Well, someone's got to clean'em up, my friends, Before the little harvest Disappears into the mud. Someone's got to collect their odds and ends When the gutters run with blood.",116
"Here's a tasty ring Pretty little thing Heart's no longer going And he's lived his little time, But his watch is ticking yet.",116
"It's a world where the dog eats the dog. Where they kill for the bones in the street. And God in his heaven, He don't interfere Cos he's dead as the stiff at my feet! I raise my eyes to see the heavens And only the moon looks down. The harvest moon shines down!",116
How do I get out of here?,116
There! That way!,116
"It's you, Javert! I knew you wouldn't wait too long. The faithful servant at his post once more. This man's done no wrong. And he needs his family's care.",117
I warned you I would not give in! I won't be swayed!,117
Another hour yet And then I'm yours And all our debts are paid.,117
The man of mercy comes again And talks of justice!,117
"Come, time is running short - Look down, Javert! He's standing in his grave!",117
One more step and you die.,117
Then I die.,117
"Take him, Valjean, Before I change my mind! I will be waiting... 24601!",117
Who is this man? What sort of devil is he? To have caught me in a trap And choose to let me go free? It was his hour at last To put a seal on my fate Wipe out the past And wash me clean off the slate! All it would take Was a flick of his knife Vengeance was his And he gave me back my life!,117
Damned if I live in the debt of a thief! Damned if I yield at the end of the chase!,117
I am the law and the law is not mocked! I'll spit his pity right back in his face! There is nothing on earth that we share! It is either Valjean or Javert! How can I allow this man To hold dominion over me? This desperate man that I have hunted... He gave me my life! He gave me freedom!,117
I should have perished by his hand It was his right... It was my right to die as well... Instead I live... But live in hell!,117
And my thoughts fly apart Can this man be believed? Shall his sins be forgiven? Shall his crimes be reprieved?,117
And must I now begin to doubt Who never doubted all those years? My heart is stone and still it trembles... The world I have known is lost in shadow Is he from heaven or from hell? And does he know That granting me my life today This man has killed me even so?,117
I am reaching but I fall And the stars are black and cold As I stare into the void Of a world that cannot hold...,117
I'll escape now from that world From the world of Jean Valjean This is nowhere I can turn... There is no way to go on...,117
Did you see them Going off to fight?,118
Children of the barricade Who didn't last the night.,118
Did you see them Lying where they died? Someone used to cradle them And kiss them when they cried.,118
Did you see them lying side by side?,118
Who will wake them?,118
No one ever will.,118
No one ever told them that A summer day can kill.,118
They were schoolboys Never held a gun Fighting for a new world that Would rise up like the sun.,118
Where's that new world Now the fighting's done?,118
Marius! You've come back to us!,119
Grandfather...,119
"Rest, Marius. No more harsh words between us. I just thank God you're alive.",119
You've come home. To all of us.,119
Round and round And back where you began...,119
There's a grief that can't be spoken There's a pain goes on and on Empty chairs at empty tables Now my friends are dead and gone.,120
Here they talked of revolution Here it was they lit the flame Here they sang about tomorrow,120
And tomorrow never came...,120
From the table in the corner They could see a world reborn And they rose with voices ringing And I can hear them now! The very words that they had sung Became their last communion On the lonely barricade at dawn.,120
"Oh my friends, my friends, forgive me That I live and you are gone There's a grief that can't be spoken There's a pain goes on and on...",120
Phantom faces at the window Phantom shadows on the floor Empty chairs at empty tables Where my friends will meet no more.,120
"Oh my friends, my friends, don't ask me What your sacrifice was for Empty chairs at empty tables Where my friends will sing no more.",120
"Every day You walk with stronger step, You walk with longer step. The worst is over.",121
Every day I wonder every day Who it was brought me here From the barricade.,121
"Don't think about it, Marius! With all the years ahead of us! I will never go away And we will be together Every day. Every day We'll remember that night And the vow that we made.",121
A heart full of love A night full of you The words are old But always true.,121
"She was never mine to keep She is youthful, she is free...",121
"Cosette, Cosette!",121
I saw you waiting and I knew -,121
"Thank God, thank God you are here! Thank God, thank God you are home!",121
Waiting for you! At your feet!,121
At your call!,121
Love is the garden of the young Let it be Let it be! A heart full of love This I give you this day.,121
And it wasn't a dream Not a dream after all.,121
"M'sieur, this is a day I never can forget. Is gratitude enough For giving me Cosette? Your home shall be with us And not a day shall pass But we will prove our love To you, whom we shall call A father to us both, A father to us all.",122
"Not another word, my son. There's something now that must be done...",122
There lived a man whose name was Jean Valjean. He stole some bread to save his sister's son For nineteen winters served his time In sweat he washed away his crime.,122
"Years ago, He broke parole and lived a life apart... How could he tell Cosette and break her heart? It's for Cosette this must be faced: If he is caught, she is disgraced... The time has come to journey on, And from this day he must be gone! Who am I? Who am I?",122
You're Jean Valjean!,122
"Monsieur, you cannot leave! Whatever I tell my beloved Cosette She will never believe me.",122
"Make her believe I have gone on a journey A long way away. Tell her my heart was too full for farewells - It is better this way. Promise me, Monsieur, Cosette will never know...",122
I give my word.,122
"...What I have spoken, why I must go.",122
"For the sake of Cosette, it must be so.",122
Where's he gone without a word That wouldn't be his way to go,124
"All he asked for me to   say He's on a journey, far   away. Dear Cosette, he loves   you so Perhaps he will return   some day.",124
He can't leave us now What's our wedding day Without him giving me away?,124
Ring out the bells Upon this day of days! May all the angels Of the Lord above In jubilation Sing their songs of praise! And crown this blessed time With peace and love!,125
The Baron and Baroness du Thenard,126
I forget where we met... Was it not at the Chateau Lafarge Where the Duke did that Puke Down the Duchess's decolletage?,126
"No, `Baron du Thenard', The circles I move in are humbler by far... Go away, Thenardier! Do you think I don't know who you are?",126
He's not fooled! Told you so! Show M'Sieur what you've come here to show. Tell the boy what you know!,126
Pity to disturb you at a feast like this But 500 francs surely wouldn't come amiss.,126
In God's name say what you have to say.,126
He speaks. You pay!,126
"What I saw, clear as light, Jean Valjean in the sewers that night, Had this corpse on his back Some boy he'd killed in a viscious attack. I was there, never fear! Even found me this fine souvenir!",126
I know this! This was mine! This is surely some heavenly sign!,126
And there's more! Mark this well - It was the night that the barricades fell.,126
Then it's true! Then I'm right! Jean Valjean was my saviour that night!,126
Jean Valjean - the old con. You pay up and I'll say where he's gone.,126
Not so loud! Here's for you. God forgive us the things that we do.,126
How's about some extra On a day so glad Our little orphan girl She hasn't done so bad. Raised in a convent Cash to spare - We want our share.,126
"Quite the little nun, ain't she!",126
Where is he?,126
The convent.,126
Ain't it a laugh? Ain't it a treat? Hob-nobbin' here Among the elite? Here comes a prince There goes a Jew This one's a queer But what can you do?   Paris at my feet! Paris in the dust! And here's me breaking bread With the upper crust -,126
Beggar at the feast! Master of the dance! Life is easy pickings If you grab your chance!,126
Everywhere you go Law-abiding folk Doing what is decent,126
But they're mostly broke!,126
Singing to the Lord on Sundays,126
Praying for the gifts he'll send -,126
But we're the ones who take it - We're the ones who make it in the end!,126
Watch the buggers dance,126
Watch'em till they drop!,126
Keep your wits about you And you stand on top!,126
Masters of the land,126
Always get our share,126
"Clear away the barricades And we're still there! We know where the wind is blowing Money is the stuff we smell - And when we're rich as Croesus, Jesus! Won't we see you all in hell!",126
"Alone I wait in the shadows I count the hours till I can sleep. I dreamed a dream Cosette stood by It made her weep To know I die... Alone at the end of the day Upon this wedding night I pray Take these children, my Lord, to thy embrace And show them grace... God on high Hear my prayer Take me now To thy care Where you are Let me be Take me now Take me there Bring me home Bring me home!",128
M'sieur I bless your name...,128
"I am ready, Fantine...",128
M'sieur lay down your burden...,128
At the end of my days...,128
"You raised my child in love,",128
She's the best of my life...,128
And you will be with God.,128
Cosette?,130
"Papa, papa, I do not understand - Are you all right? Why did you go away?",130
"Cosette, my child! Am I forgiven now? Thank God, thank God, I've lived to see this day!",130
"It's you who must forgive a thoughtless fool! It's you who must forgive a thankless man! It's thanks to you that I am living, And again I lay down my life at your feet. Cosette, your father is a saint! When they wounded me He took me from the barricade, Carried like a babe, And brought me home to you!",130
Now you are here Again beside me Now I can die in peace For now my life is blessed...,130
"You will live, papa You're going to live It's too soon Too soon to say goodbye.",130
"Yes, Cosette, forbid me now to die! I'll obey I will try...",130
On this page I write my last confession. Read it well When I at last am sleeping. It's the story Of one who turned from hating A man who only learned to love When you were in his keeping.,130
"I know it, papa.",130
"I'm ready now, Fantine.",130
"Come with me Where chains will never bind you All your grief At last, at last behind you Lord in heaven Look down on him in mercy -",130
Forgive me all my trespasses And take me to your glory!,130
Take my hand I'll lead you to salvation Take my love For love is everlasting...,130
And remember The truth that once was spoken: To love another person Is to see the face of God...,130
"Sixteen years later Paris, 1848.",131
Do you hear the people sing Lost in the valley of the night? It is the music of a people Who are climbing to the light For the wretched of the earth,131
There is a flame that never dies Even the darkest night will end And the sun will rise.,131
The people of Paris have risen in their tens of thousands.,131
The King has fled. A new Republic is born.,131
They will live again in freedom In the garden of the Lord They will walk behind the plough- share They will put away the sword The chain will be broken And all men will have their reward!,131
Will you join in our crusade? Who will be strong and stand with me? Somewhere beyond the barricade Is there a world you long to see?,131
"Do you hear the people sing? Say, do you hear the distant drums?",131
It is the future that they bring When tomorrow comes!,131
"Will you join in our crusade? Who will be strong and stand with me? Somewhere beyond the barricade Is there a world you long to see? Do you hear the people sing? Say, do you hear the distant drums? It is the future that they bring When tomorrow comes... Tomorrow comes!",131
